SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
96,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 00:00,2.2
97,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 01:00,2
98,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 02:00,2.4
99,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 03:00,3.6
100,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 04:00,10.6
101,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 05:00,8
102,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 07:00,0.2
103,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 08:00,3.4
104,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,18-03-2014 09:00,0.2
105,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 02:00,0.4
106,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 03:00,2.4
107,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 04:00,1
108,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 07:00,0.6
109,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 08:00,0.6
110,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 09:00,0.2
111,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 12:00,0.2
112,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 13:00,0.8
113,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 14:00,0.4
114,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 15:00,1.2
115,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 16:00,0.2
116,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 17:00,1.8
117,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 18:00,0.6
118,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 20:00,1
119,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,24-03-2014 21:00,1.2
120,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,25-03-2014 00:00,1.2
121,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,25-03-2014 12:00,0.2
122,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,27-03-2014 22:00,0.2
123,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,27-03-2014 23:00,0.6
124,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,28-03-2014 00:00,1.8
125,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,28-03-2014 11:00,0.2
126,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,02-04-2014 15:00,0.4
127,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,02-04-2014 16:00,0.6
128,Aghar,Himachal Pradesh,2,Himachal Pradesh,17,HAMIRPUR,BARSAR(T),-,-,Beas,Indus,-,-,-,Beas,31.60277778,76.58138889,03-04-2014 00:00,1.6
